p_val,avg_log2FC,pct.1,pct.2,p_val_adj,gene,cluster,Identity
3.59E-07,-0.338364475,0.421,0.26,0.004959439,Ncoa6,3,3
3.65E-07,-0.267226375,0.304,0.183,0.005045063,CG17724,3,3
3.76E-07,-0.271237741,0.315,0.191,0.005196835,CG44774,3,3
4.24E-07,-0.353402503,0.514,0.321,0.005852345,E(Pc),3,3
4.31E-07,-0.453255022,0.944,0.776,0.005961074,aqz,3,3
5.09E-07,-0.387201265,0.418,0.254,0.007025506,CG13375,3,3
5.11E-07,-0.310283556,0.465,0.291,0.007062481,jp,3,3
5.49E-07,-0.337571311,0.46,0.287,0.007586484,rgn,3,3
5.85E-07,-0.335310874,0.65,0.401,0.00807489,rdgB,3,3
5.92E-07,-0.684414479,0.904,0.76,0.008178087,heph,3,3
6.10E-07,-0.271029591,0.301,0.182,0.008421382,puf,3,3
6.30E-07,-1.026791667,0.607,0.566,0.008699673,CG31221,3,3
7.53E-07,-0.278838496,0.409,0.256,0.010409004,NK7.1,3,3
8.06E-07,-0.310651268,0.287,0.172,0.011131692,unk,3,3
9.09E-07,-0.323793669,0.348,0.214,0.012561953,Jarid2,3,3
1.02E-06,-0.779482175,0.963,0.81,0.014097005,mub,3,3
1.22E-06,-0.27626387,0.215,0.123,0.01686064,prd1,3,3
1.24E-06,-0.354191314,0.346,0.212,0.017064634,Ziz,3,3
1.24E-06,-0.324574558,0.343,0.212,0.017114477,CG32052,3,3
1.37E-06,-0.259778721,0.311,0.191,0.018904208,Apc,3,3
1.37E-06,-0.387993027,0.953,0.885,0.018983817,bru3,3,3
1.45E-06,-0.326144519,0.565,0.356,0.020014489,amon,3,3
1.48E-06,-0.409486825,0.264,0.157,0.020380617,wapl,3,3
1.55E-06,-1.459422956,0.334,0.381,0.021433702,pdm3,3,3
1.70E-06,-0.638431425,0.245,0.145,0.023432721,Ptip,3,3
1.81E-06,-0.267781372,0.64,0.41,0.024950706,tara,3,3
1.82E-06,-0.265468695,0.745,0.477,0.025179482,rudhira,3,3
2.07E-06,-0.280571869,0.287,0.177,0.028548865,wts,3,3
2.09E-06,-0.301565439,0.699,0.437,0.028899953,trx,3,3
2.13E-06,-0.324081289,0.493,0.315,0.029477904,CG6123,3,3
3.60E-06,-0.279867594,0.717,0.454,0.049737962,skd,3,3
6.68E-06,-0.382763608,0.271,0.165,0.092246093,cdc14,3,3
6.75E-06,-0.323028797,0.991,0.837,0.093195936,kis,3,3
7.40E-06,-0.408489046,0.386,0.243,0.102213287,HERC2,3,3
8.19E-06,-0.435846863,0.935,0.779,0.113128778,Glut4EF,3,3
9.30E-06,-0.27544456,0.187,0.11,0.128426307,Msr-110,3,3
1.04E-05,-0.251814474,0.766,0.489,0.144203759,Dscam1,3,3
1.06E-05,-0.257313622,0.846,0.551,0.147013953,CG2269,3,3
1.23E-05,-0.467512594,0.771,0.724,0.170344578,Ca-alpha1T,3,3
1.34E-05,-0.372424548,0.421,0.271,0.185602174,CG15236,3,3
1.38E-05,-0.375578407,0.213,0.126,0.190151798,puc,3,3
1.58E-05,-0.452804213,0.46,0.292,0.218551812,cg,3,3
1.80E-05,-0.422996438,0.414,0.266,0.248978929,CG14024,3,3
1.89E-05,-0.34614981,0.914,0.601,0.261154518,cic,3,3
2.00E-05,-0.258627696,0.222,0.137,0.276748392,CG1688,3,3
2.09E-05,-0.299359256,0.273,0.173,0.289225769,KCNQ,3,3
2.30E-05,-0.376789415,0.425,0.28,0.317227272,CG43902,3,3
2.32E-05,-0.275234055,0.171,0.099,0.320087902,dnr1,3,3
2.52E-05,-0.360673987,0.993,0.843,0.348055256,Appl,3,3
2.72E-05,-0.303717426,0.778,0.494,0.375462338,chrb,3,3
3.41E-05,-0.350741619,0.276,0.174,0.470726959,mts,3,3
3.56E-05,-0.252251558,0.222,0.138,0.492199691,Tnpo,3,3
3.65E-05,-0.347116971,0.614,0.396,0.504385309,CG12531,3,3
3.76E-05,-0.45205302,0.353,0.226,0.520109098,glo,3,3
4.59E-05,-0.322091814,0.701,0.452,0.633899845,jus,3,3
5.61E-05,-0.428567008,0.243,0.151,0.775592071,Edc3,3,3
6.05E-05,-0.317875911,0.229,0.144,0.836091071,woc,3,3
7.31E-05,-0.436245686,0.757,0.492,1,CG43347,3,3
9.14E-05,-0.399640687,0.633,0.414,1,CG34384,3,3
1.05E-04,-0.456940497,0.479,0.313,1,Act5C,3,3
1.11E-04,-0.253224317,0.818,0.543,1,CG45002,3,3
1.33E-04,-0.365443788,0.965,0.809,1,pan,3,3
1.53E-04,-1.0212777,0.259,0.305,1,btsz,3,3
1.73E-04,-0.29741571,0.942,0.651,1,X11Lbeta,3,3
1.97E-04,-0.263024206,0.521,0.359,1,mgl,3,3
2.54E-04,-0.28344492,0.159,0.098,1,Sirt1,3,3
2.76E-04,-0.291131425,0.182,0.115,1,Sema1b,3,3
2.81E-04,-0.38603891,0.713,0.465,1,Gbeta13F,3,3
2.93E-04,-0.306929694,0.248,0.164,1,CG6154,3,3
3.34E-04,-0.388303484,0.769,0.498,1,Bacc,3,3
3.40E-04,-0.300758796,0.196,0.126,1,dsd,3,3
3.75E-04,-0.322294709,0.222,0.146,1,beat-Va,3,3
4.04E-04,-0.442958349,0.395,0.266,1,Sur-8,3,3
4.78E-04,-0.345474377,0.673,0.452,1,Slob,3,3
4.86E-04,-0.315839699,0.173,0.111,1,CG8641,3,3
5.10E-04,-0.298584419,0.161,0.101,1,PTP-ER,3,3
5.53E-04,-0.40432596,0.353,0.241,1,rno,3,3
7.04E-04,-0.328780501,0.449,0.311,1,Trpm,3,3
7.29E-04,-0.283385755,0.161,0.103,1,tyn,3,3
7.56E-04,-0.280236534,0.22,0.148,1,sdk,3,3
8.34E-04,-0.455512348,0.343,0.233,1,Smox,3,3
8.73E-04,-0.348655725,0.22,0.146,1,Ppcs,3,3
0.001079946,-0.635664678,0.311,0.209,1,CG30158,3,3
0.001112106,-0.338451633,0.189,0.125,1,kra,3,3
0.001131335,-0.255016567,0.143,0.091,1,CG12236,3,3
0.001155498,-0.268434532,0.189,0.126,1,sca,3,3
0.001159307,-0.308301784,0.332,0.234,1,Lim1,3,3
0.001173819,-0.334655027,0.35,0.248,1,CG43373,3,3
0.001424407,-0.393101656,0.297,0.208,1,CG32204,3,3
0.001691175,-0.460204489,0.278,0.189,1,Dek,3,3
0.001754078,-0.421281198,0.278,0.192,1,Moe,3,3
0.001838374,-0.818872182,0.329,0.353,1,ChAT,3,3
0.001976153,-0.412198372,0.687,0.453,1,ctp,3,3
0.001995275,-0.259038648,0.119,0.074,1,yps,3,3
0.002073313,-0.250424142,0.131,0.083,1,CG5059,3,3
0.002115793,-0.374926809,0.612,0.418,1,NFAT,3,3
0.002161404,-0.405260631,0.22,0.149,1,Df31,3,3
0.002255127,-0.571877454,0.673,0.587,1,Fife,3,3
0.002384011,-0.482038182,0.336,0.233,1,His3.3B,3,3
0.002501396,-0.378267905,0.568,0.393,1,unc-13-4A,3,3
0.0025262,-0.286042983,0.815,0.55,1,osa,3,3
0.002676978,-0.263701173,0.117,0.074,1,Pp1-87B,3,3
0.002736666,-0.367752283,0.717,0.486,1,larp,3,3
0.003019142,-0.348778074,0.185,0.126,1,CG32547,3,3
0.003307245,-1.091902194,0.341,0.344,1,bma,3,3
0.003434838,-0.314386178,0.799,0.539,1,Smr,3,3
0.003629551,-0.409381162,0.738,0.489,1,Ggamma1,3,3
0.003925025,-0.275821815,0.11,0.069,1,CG12402,3,3
0.004349115,-0.802840214,0.285,0.316,1,toy,3,3
0.004572341,-0.287669028,0.71,0.497,1,CG43737,3,3
0.004699267,-0.447943504,0.315,0.224,1,CG43102,3,3
0.004708731,-0.290665606,0.124,0.081,1,CG17883,3,3
0.005024179,-0.31880032,0.743,0.507,1,CG12605,3,3
0.005157846,-0.989050995,0.241,0.264,1,CG34355,3,3
0.005183389,-0.4884808,0.371,0.259,1,Mnn1,3,3
0.005368981,-0.400030206,0.664,0.449,1,fax,3,3
0.006050293,-0.504484488,0.346,0.246,1,cora,3,3
0.006515991,-0.445252529,0.755,0.53,1,mask,3,3
0.006647119,-0.360611611,0.192,0.134,1,CoRest,3,3
0.007693469,-0.325369351,0.194,0.138,1,CG14082,3,3
0.008188011,-0.509439687,0.322,0.231,1,Sytbeta,3,3
0.009896577,-0.984268422,0.185,0.218,1,VGlut,3,3
2.46E-37,0.844167629,0.979,0.878,3.40E-33,pros,4,4
9.04E-26,1.067019597,0.17,0.054,1.25E-21,Sox21b,4,4
6.21E-21,0.428845132,0.948,0.846,8.58E-17,jim,4,4
1.09E-18,0.584476382,0.787,0.652,1.50E-14,lncRNA:CR31451,4,4
2.93E-16,0.67367045,0.546,0.377,4.04E-12,pdm3,4,4
1.11E-15,0.276927425,0.998,0.986,1.53E-11,blot,4,4
4.10E-15,-0.945461805,0.132,0.322,5.66E-11,Imp,4,4
4.28E-15,0.839879985,0.338,0.204,5.92E-11,Drl-2,4,4
9.17E-15,-1.664890464,0.066,0.22,1.27E-10,Gad1,4,4
1.24E-14,0.40173183,0.957,0.885,1.72E-10,bru3,4,4
1.45E-14,-1.649252395,0.13,0.292,2.00E-10,CG14989,4,4
3.32E-14,0.497022793,0.596,0.426,4.58E-10,dati,4,4
1.60E-12,-0.950055897,0.468,0.588,2.21E-08,mamo,4,4
7.50E-11,-1.060988312,0.501,0.595,1.04E-06,mbl,4,4
8.01E-11,-0.843566217,0.144,0.295,1.11E-06,CG4577,4,4
1.21E-10,0.712496538,0.385,0.272,1.67E-06,CG15236,4,4
2.38E-10,0.76301106,0.137,0.063,3.29E-06,ap,4,4
3.82E-10,0.479992087,0.671,0.549,5.28E-06,SKIP,4,4
1.92E-09,0.425583191,0.414,0.295,2.65E-05,lncRNA:CR44024,4,4
3.83E-09,0.527424483,0.558,0.434,5.30E-05,lncRNA:CR44997,4,4
4.37E-09,0.352159565,0.454,0.313,6.03E-05,toy,4,4
8.87E-09,0.41588091,0.681,0.565,1.23E-04,CG31221,4,4
3.67E-08,0.642425338,0.319,0.221,5.07E-04,Kif3C,4,4
4.07E-08,-0.669018498,0.173,0.304,5.62E-04,Pde8,4,4
4.72E-08,-0.985031368,0.064,0.165,6.52E-04,sNPF,4,4
8.14E-08,-0.778935323,0.116,0.228,0.001123918,Dop1R2,4,4
9.09E-08,0.338698869,0.676,0.59,0.001256114,Alk,4,4
2.03E-07,-0.293238555,0.875,0.851,0.002799522,Ank2,4,4
2.45E-07,-0.32808382,0.861,0.85,0.003390098,cpx,4,4
2.56E-07,0.578500209,0.277,0.191,0.003539724,CG46301,4,4
2.98E-07,-0.905929097,0.066,0.158,0.004119466,bab1,4,4
3.40E-07,-0.939924255,0.142,0.252,0.004690748,DIP-lambda,4,4
3.81E-07,0.357168459,0.522,0.423,0.00526633,CG17716,4,4
5.07E-07,0.399361524,0.548,0.451,0.007001282,side,4,4
6.61E-07,-0.499550094,0.437,0.553,0.009127663,Nhe2,4,4
6.91E-07,-0.617189768,0.106,0.211,0.009551472,Xrp1,4,4
7.49E-07,-0.826629707,0.069,0.157,0.01034949,bab2,4,4
7.77E-07,-0.995347463,0.028,0.101,0.010738678,acj6,4,4
8.22E-07,0.569336604,0.329,0.249,0.01135955,Toll-6,4,4
1.25E-06,0.298045802,0.704,0.59,0.017263574,trv,4,4
2.48E-06,-0.701203869,0.054,0.133,0.034268487,Hr38,4,4
2.86E-06,0.384924641,0.532,0.458,0.039455869,brat,4,4
2.88E-06,-0.582155275,0.113,0.212,0.039735566,CG32204,4,4
2.99E-06,0.270481048,0.726,0.628,0.041306712,Dscam2,4,4
3.21E-06,0.365049008,0.352,0.271,0.044282421,ChT,4,4
3.24E-06,-0.46277946,0.161,0.27,0.044822093,Cda5,4,4
3.43E-06,0.462424331,0.364,0.278,0.047342534,Pvf3,4,4
3.66E-06,-0.626768906,0.102,0.195,0.05059476,Oamb,4,4
4.10E-06,-0.466451326,0.043,0.117,0.05661833,Crag,4,4
4.87E-06,0.376780296,0.452,0.366,0.0672643,Sema2b,4,4
4.91E-06,-0.772861492,0.158,0.252,0.067858368,zfh2,4,4
5.03E-06,-0.685548338,0.043,0.114,0.069475564,CG43689,4,4
5.72E-06,-0.544034487,0.177,0.285,0.078957872,CG43902,4,4
6.27E-06,-0.492674628,0.17,0.28,0.086653803,CG46385,4,4
7.01E-06,-0.498112746,0.097,0.19,0.096864228,orb,4,4
7.55E-06,0.395009159,0.407,0.324,0.104275476,CG42346,4,4
7.94E-06,-0.380630739,0.059,0.138,0.109732114,CG42337,4,4
8.66E-06,-0.595038209,0.085,0.169,0.119571847,Octbeta1R,4,4
1.11E-05,-0.633754117,0.385,0.497,0.153521706,rut,4,4
1.13E-05,-0.512571731,0.061,0.138,0.156611177,CG43861,4,4
1.33E-05,-0.387583951,0.232,0.357,0.183129557,CG43707,4,4
1.68E-05,-0.591902919,0.073,0.151,0.232522899,ome,4,4
1.79E-05,-0.511005795,0.191,0.296,0.247797724,RyR,4,4
1.85E-05,0.292716156,0.539,0.461,0.255821337,CadN2,4,4
2.04E-05,0.411052599,0.383,0.311,0.281641619,CG11030,4,4
2.26E-05,-0.456495452,0.447,0.547,0.311839392,sdt,4,4
2.26E-05,-0.4828861,0.09,0.172,0.312733575,CG18265,4,4
2.31E-05,-0.45356043,0.092,0.176,0.31912302,PVRAP,4,4
2.38E-05,-0.515678765,0.038,0.101,0.328539162,ush,4,4
2.59E-05,0.382909683,0.407,0.324,0.357370807,beat-IIIc,4,4
2.63E-05,-0.268202493,0.936,0.895,0.363135469,mtd,4,4
3.40E-05,0.374460239,0.466,0.391,0.469062647,beat-VI,4,4
4.50E-05,-0.528931207,0.04,0.102,0.621466855,robo2,4,4
4.53E-05,0.654722449,0.151,0.097,0.625131057,Rfx,4,4
4.75E-05,-0.397234468,0.17,0.271,0.656396736,robo3,4,4
4.78E-05,0.443346109,0.416,0.344,0.660042333,luna,4,4
4.98E-05,-0.327151493,0.102,0.185,0.688158273,Pif1B,4,4
5.63E-05,-0.259190785,0.052,0.119,0.778301169,28SrRNA-Psi:CR45851,4,4
6.82E-05,-0.380009864,0.229,0.338,0.942463272,Pka-R1,4,4
7.21E-05,-0.31677499,0.087,0.165,0.996206646,Cad87A,4,4
7.34E-05,0.32360324,0.475,0.418,1,CG44838,4,4
7.60E-05,-0.402754145,0.203,0.305,1,CG44247,4,4
7.72E-05,0.571200566,0.225,0.164,1,dpr15,4,4
7.75E-05,-0.440622776,0.22,0.316,1,CG32700,4,4
7.83E-05,-0.512344803,0.052,0.115,1,Dif,4,4
8.31E-05,0.405966698,0.336,0.265,1,dpr13,4,4
8.33E-05,0.270473936,0.548,0.493,1,Ggamma1,4,4
8.49E-05,0.262984831,0.508,0.454,1,Galphaq,4,4
9.01E-05,0.306186515,0.501,0.426,1,VAChT,4,4
9.07E-05,-0.40622363,0.085,0.159,1,chk,4,4
9.31E-05,-0.590188179,0.381,0.48,1,Pka-R2,4,4
9.80E-05,-0.620980022,0.043,0.1,1,CG9650,4,4
1.04E-04,0.372513387,0.31,0.234,1,Lim1,4,4
1.19E-04,0.282931224,0.518,0.457,1,ctp,4,4
1.32E-04,-0.307826853,0.109,0.19,1,CG31808,4,4
1.62E-04,-0.374144862,0.066,0.131,1,sr,4,4
1.63E-04,-0.546209093,0.281,0.373,1,Bx,4,4
1.64E-04,-0.387960374,0.125,0.208,1,CG1513,4,4
2.01E-04,-0.347975256,0.076,0.143,1,Nak,4,4
2.13E-04,-0.318567368,0.064,0.128,1,P5CDh1,4,4
2.27E-04,-0.294783766,0.165,0.257,1,CG9171,4,4
2.39E-04,-0.327210405,0.139,0.225,1,CG4238,4,4
2.66E-04,-0.355747195,0.161,0.249,1,cora,4,4
3.07E-04,-0.573250047,0.184,0.27,1,hzg,4,4
3.38E-04,-0.2628135,0.066,0.129,1,Dlg5,4,4
3.41E-04,-0.392015053,0.816,0.808,1,CG42784,4,4
4.23E-04,0.567274281,0.113,0.071,1,RunxA,4,4
4.39E-04,-0.268216241,0.856,0.836,1,Syt1,4,4
4.57E-04,-0.377166407,0.187,0.278,1,Wnk,4,4
4.95E-04,-0.338205697,0.05,0.103,1,Sms,4,4
5.00E-04,-0.376466339,0.362,0.459,1,jus,4,4
5.51E-04,-0.322748814,0.123,0.197,1,Prps,4,4
5.67E-04,-0.256322135,0.239,0.342,1,lncRNA:CR43459,4,4
6.25E-04,-0.394920002,0.241,0.334,1,rhea,4,4
6.37E-04,-0.391558249,0.113,0.182,1,rn,4,4
6.53E-04,-0.303055645,0.102,0.169,1,fipi,4,4
6.64E-04,-0.636643087,0.215,0.294,1,Rgk1,4,4
6.81E-04,-0.344395927,0.234,0.33,1,corto,4,4
7.13E-04,0.289098359,0.494,0.452,1,fax,4,4
7.19E-04,-0.255018801,0.369,0.47,1,Dscam4,4,4
7.32E-04,-0.314812718,0.232,0.328,1,Argk,4,4
7.48E-04,-0.458383706,0.612,0.658,1,X11Lbeta,4,4
7.94E-04,0.421791339,0.196,0.146,1,beat-Va,4,4
8.04E-04,0.33056078,0.333,0.279,1,wake,4,4
8.32E-04,-0.32265095,0.111,0.18,1,kdn,4,4
8.34E-04,-0.319439784,0.236,0.328,1,CG32647,4,4
8.64E-04,-0.407954415,0.085,0.148,1,Ptip,4,4
8.66E-04,-0.344872896,0.296,0.397,1,CG43066,4,4
8.92E-04,-0.32931132,0.128,0.201,1,Pak,4,4
8.93E-04,0.311628532,0.291,0.23,1,Fili,4,4
8.93E-04,0.388109388,0.343,0.301,1,OtopLc,4,4
0.001040757,-0.321244347,0.409,0.509,1,Mef2,4,4
0.001093665,-0.321781476,0.69,0.716,1,dysc,4,4
0.001242879,0.272888617,0.534,0.497,1,B4,4,4
0.001278068,-0.312193333,0.09,0.15,1,cmpy,4,4
0.001332092,-0.270066983,0.08,0.138,1,Gpdh1,4,4
0.001416042,0.350528334,0.4,0.347,1,ab,4,4
0.00146155,-0.267275908,0.092,0.152,1,rdgC,4,4
0.001681551,-1.08593458,0.059,0.108,1,Vmat,4,4
0.001682233,0.405721771,0.303,0.256,1,CG13375,4,4
0.001684184,-0.300183837,0.144,0.216,1,bbc,4,4
0.001697207,-0.282654786,0.097,0.157,1,CG14186,4,4
0.001727016,0.373595036,0.551,0.499,1,rdgA,4,4
0.001743493,-0.262268675,0.274,0.367,1,igl,4,4
0.001831774,-0.261443649,0.832,0.821,1,dnc,4,4
0.002022808,-0.338017261,0.083,0.138,1,CG33639,4,4
0.002176551,-0.424011198,0.267,0.345,1,Calx,4,4
0.002264268,-0.399146082,0.584,0.615,1,CG13739,4,4
0.002430144,-0.355426266,0.078,0.13,1,Rgk2,4,4
0.002604338,-0.425771661,0.262,0.337,1,Eip93F,4,4
0.00264913,-0.342013672,0.217,0.294,1,spri,4,4
0.002866537,-0.291230666,0.239,0.324,1,CG33181,4,4
0.002990851,-0.314705569,0.293,0.384,1,tay,4,4
0.003082839,-0.382260332,0.482,0.547,1,CG11319,4,4
0.003093475,-0.250739634,0.09,0.145,1,CG13995,4,4
0.003311443,-0.306558004,0.203,0.281,1,Shawl,4,4
0.003461171,-0.47914418,0.189,0.264,1,CG10543,4,4
0.003533024,-0.268696805,0.598,0.632,1,CG42795,4,4
0.003636817,-0.266695714,0.27,0.362,1,CG8108,4,4
0.003804075,-0.258020685,0.251,0.331,1,GlcAT-P,4,4
0.003924039,-0.387784387,0.288,0.372,1,Mical,4,4
0.004018445,-0.262436074,0.487,0.555,1,CG15765,4,4
0.004316998,-0.260957422,0.296,0.389,1,lap,4,4
0.004780238,-0.286683656,0.135,0.198,1,tmod,4,4
0.005023314,-0.281664733,0.087,0.138,1,CG12541,4,4
0.005545511,-0.418542451,0.217,0.29,1,Trl,4,4
0.006451419,-0.264255163,0.187,0.254,1,CG32369,4,4
0.00661642,-0.332652242,0.059,0.1,1,CAP,4,4
0.006757573,0.295715622,0.298,0.257,1,CG33143,4,4
0.007026059,0.344019927,0.291,0.249,1,CG43373,4,4
0.008211571,-0.334908614,0.343,0.419,1,Nmdar2,4,4
0.008787754,-0.338904145,0.073,0.116,1,lncRNA:CR44320,4,4
0.008999755,-0.277090332,0.496,0.56,1,dpr12,4,4
9.73E-44,-0.918922817,0.13,0.559,1.34E-39,Nhe2,5,5
1.66E-36,0.631003362,0.974,0.987,2.29E-32,blot,5,5
8.40E-35,-1.053347199,0.226,0.592,1.16E-30,mamo,5,5
2.17E-32,0.769786579,0.953,0.879,3.00E-28,pros,5,5
4.43E-32,-0.740975909,0.142,0.502,6.12E-28,rut,5,5
2.38E-30,-0.732728247,0.243,0.626,3.29E-26,Gfrl,5,5
8.50E-30,-0.638216973,0.17,0.538,1.17E-25,nAChRalpha3,5,5
3.26E-29,-0.722619237,0.083,0.387,4.50E-25,Teh2,5,5
1.15E-28,-1.308017986,0.052,0.324,1.59E-24,Imp,5,5
1.71E-28,-0.427885417,0.158,0.517,2.37E-24,toc,5,5
3.63E-28,-0.585254329,0.094,0.401,5.01E-24,CG43066,5,5
5.69E-28,-0.633572544,0.545,0.879,7.85E-24,Msp300,5,5
5.65E-27,-0.478822434,0.179,0.543,7.81E-23,ctrip,5,5
1.65E-26,-0.468740618,0.175,0.528,2.27E-22,pHCl-1,5,5
2.24E-26,-0.655744741,0.236,0.596,3.09E-22,hth,5,5
5.27E-26,0.541894612,0.962,0.963,7.28E-22,IA-2,5,5
7.08E-26,-0.466132378,0.316,0.708,9.78E-22,28SrRNA:CR45844,5,5
7.68E-26,-0.653200422,0.094,0.381,1.06E-21,Dgk,5,5
1.62E-25,-0.33462765,0.184,0.544,2.23E-21,CG6329,5,5
1.76E-25,-0.473779164,0.142,0.463,2.43E-21,jus,5,5
2.39E-25,-0.594054597,0.375,0.776,3.31E-21,GluClalpha,5,5
2.85E-25,-0.474135265,0.099,0.389,3.93E-21,SNF4Agamma,5,5
4.51E-25,-0.551045911,0.075,0.346,6.22E-21,lncRNA:CR43459,5,5
5.84E-25,-0.687284981,0.068,0.33,8.07E-21,CG42346,5,5
5.95E-25,-0.653443904,0.08,0.351,8.22E-21,luna,5,5
5.95E-25,-0.449587945,0.172,0.514,8.23E-21,hwt,5,5
7.28E-25,-0.422848856,0.255,0.639,1.01E-20,CG42795,5,5
1.33E-24,-0.442388909,0.078,0.346,1.84E-20,inaE,5,5
2.10E-24,-0.320068205,0.111,0.406,2.90E-20,CG12531,5,5
2.29E-24,-0.428703233,0.101,0.386,3.17E-20,Gdap2,5,5
3.94E-24,-0.415586901,0.111,0.403,5.45E-20,CG14669,5,5
4.36E-24,-0.394111107,0.13,0.433,6.02E-20,CG33144,5,5
6.41E-24,-0.567362359,0.054,0.298,8.86E-20,RyR,5,5
1.40E-23,-0.690558867,0.075,0.332,1.93E-19,app,5,5
1.48E-23,-0.482063699,0.146,0.456,2.04E-19,wry,5,5
1.52E-23,-0.481549017,0.092,0.363,2.10E-19,Efa6,5,5
2.62E-23,-0.359883269,0.097,0.371,3.61E-19,Usp2,5,5
3.13E-23,-0.330779306,0.101,0.379,4.32E-19,Haspin,5,5
3.66E-23,-0.420165923,0.101,0.375,5.05E-19,Mical,5,5
4.98E-23,-1.547181822,0.064,0.293,6.88E-19,CG14989,5,5
5.02E-23,-0.27926003,0.16,0.482,6.93E-19,gish,5,5
5.67E-23,-0.398863271,0.151,0.462,7.83E-19,Slob,5,5
6.28E-23,-0.332311745,0.149,0.461,8.67E-19,Snoo,5,5
6.51E-23,-0.362562997,0.066,0.313,9.00E-19,alpha-Spec,5,5
7.64E-23,-0.344335749,0.078,0.333,1.06E-18,corto,5,5
1.48E-22,-0.296722377,0.156,0.467,2.05E-18,dikar,5,5
1.49E-22,-0.349709619,0.156,0.455,2.06E-18,fru,5,5
1.91E-22,-0.389511673,0.257,0.631,2.64E-18,pre-rRNA:CR45845,5,5
2.03E-22,-0.368737249,0.078,0.331,2.80E-18,Argk,5,5
2.14E-22,-0.340758443,0.087,0.347,2.95E-18,pigs,5,5
2.67E-22,-0.454316321,0.09,0.348,3.69E-18,Calx,5,5
2.78E-22,-0.462997724,0.111,0.385,3.84E-18,Gycbeta100B,5,5
2.96E-22,-0.467275195,0.078,0.327,4.09E-18,CG33181,5,5
4.05E-22,-0.386888455,0.083,0.335,5.59E-18,GlcAT-P,5,5
6.60E-22,-0.283847673,0.2,0.544,9.12E-18,unc80,5,5
7.25E-22,-0.47999873,0.059,0.292,1.00E-17,na,5,5
8.49E-22,-0.305220224,0.16,0.467,1.17E-17,scrib,5,5
1.02E-21,-0.282864235,0.175,0.497,1.41E-17,larp,5,5
1.52E-21,-0.520699013,0.047,0.268,2.11E-17,Dyb,5,5
1.61E-21,-0.30795748,0.12,0.398,2.22E-17,ths,5,5
1.79E-21,-0.31650008,0.203,0.537,2.47E-17,nwk,5,5
1.92E-21,-0.711280213,0.064,0.295,2.66E-17,rgn,5,5
2.17E-21,-0.382051333,0.248,0.608,2.99E-17,CG32432,5,5
2.23E-21,-0.389577286,0.064,0.297,3.08E-17,fwe,5,5
2.63E-21,-0.266756581,0.097,0.355,3.64E-17,Vha44,5,5
2.89E-21,-0.261175932,0.196,0.53,4.00E-17,CG34401,5,5
3.06E-21,-0.433456159,0.8,0.959,4.23E-17,para,5,5
3.84E-21,-0.345908429,0.083,0.329,5.30E-17,CG1090,5,5
5.42E-21,-0.298784238,0.205,0.541,7.49E-17,Eip63E,5,5
5.79E-21,-0.993687492,0.026,0.223,8.00E-17,Pzl,5,5
6.02E-21,-0.311013206,0.101,0.36,8.31E-17,CG42324,5,5
7.38E-21,-0.28066259,0.092,0.343,1.02E-16,Dg,5,5
7.50E-21,-0.497064374,0.12,0.387,1.04E-16,CG42594,5,5
1.22E-20,-0.436648864,0.108,0.366,1.68E-16,CG34370,5,5
1.33E-20,-0.391914626,0.17,0.465,1.84E-16,dpr6,5,5
1.85E-20,-0.436201834,0.101,0.353,2.56E-16,Tl,5,5
1.88E-20,-0.550330117,0.104,0.353,2.60E-16,ab,5,5
2.19E-20,-0.302420321,0.075,0.31,3.03E-16,Nc73EF,5,5
2.59E-20,-0.277828557,0.08,0.318,3.57E-16,Shal,5,5
3.07E-20,-0.418314994,0.071,0.3,4.24E-16,Camta,5,5
3.72E-20,-0.434676534,0.132,0.403,5.15E-16,Mp,5,5
3.97E-20,-0.420165982,0.132,0.399,5.49E-16,eys,5,5
4.78E-20,-0.564562578,0.057,0.272,6.60E-16,Cda5,5,5
5.49E-20,-0.808483003,0.073,0.297,7.58E-16,Rgk1,5,5
5.57E-20,-0.287593666,0.071,0.298,7.70E-16,CG9813,5,5
5.84E-20,-0.596173173,0.297,0.649,8.06E-16,nAChRalpha7,5,5
7.15E-20,-1.558903007,0.031,0.221,9.87E-16,Gad1,5,5
8.41E-20,-0.393960087,0.158,0.441,1.16E-15,side-II,5,5
8.90E-20,-0.318597902,0.061,0.279,1.23E-15,CG5065,5,5
1.27E-19,-0.626402919,0.026,0.214,1.76E-15,Zir,5,5
1.32E-19,-0.387486584,0.116,0.369,1.82E-15,CG4341,5,5
1.48E-19,-0.435389448,0.238,0.557,2.04E-15,SKIP,5,5
1.70E-19,-0.469676484,0.521,0.856,2.35E-15,cpx,5,5
2.25E-19,-0.293142547,0.146,0.424,3.11E-15,CG34384,5,5
2.65E-19,-0.342690035,0.061,0.276,3.66E-15,CG12054,5,5
2.67E-19,-0.333476981,0.255,0.608,3.70E-15,nAChRalpha1,5,5
3.52E-19,-0.402738375,0.083,0.311,4.86E-15,mAChR-A,5,5
3.72E-19,-0.698515929,0.04,0.235,5.14E-15,RanBPM,5,5
4.82E-19,-1.118870127,0.007,0.174,6.66E-15,CG18265,5,5
4.94E-19,-1.065654973,0.04,0.233,6.82E-15,ct,5,5
5.42E-19,-0.350386302,0.073,0.294,7.48E-15,Svil,5,5
